"n_obs" "em_cl_N" "em_cl_loglike" "em_el_N" "em_el_loglike" "em_pel_N" "em_pel_loglike" "opt_cl_N" "opt_cl_loglike" "opt_el_N" "opt_el_loglike" "opt_pel_N" "opt_pel_loglike"
125 236.109996440014 -700.394678323266 236.109996440014 -700.394678323266 229.829237324401 -700.445485933536 252.974100939079 -93.8779579215901 237.537935921031 -700.394505236625 230.928237023102 -700.44534783737
142 203.240707895769 -809.623834879697 203.240707895769 -809.623834879697 202.212691358991 -809.640862970378 211.866327923398 -103.073738320379 203.689599782002 -809.623748689863 202.621843225628 -809.640784997337
119 160.924658294263 -654.081691327891 160.924658294263 -654.081691327891 159.189550020767 -654.110423712864 171.198757602837 -82.6861838637339 161.349356535429 -654.081595810449 159.545927963116 -654.110339160325
140 224.853229030171 -806.610809416628 224.853229030171 -806.610809416628 223.392902607105 -806.627282924472 236.184098382687 -111.856440295152 225.612396593854 -806.610690202954 224.096410214998 -806.62717320828
124 217.840093980175 -694.160381234655 217.840093980175 -694.160381234655 214.165206418982 -694.197296440672 231.100659038169 -93.5161660328713 218.818978629038 -694.160249338659 215.009815094773 -694.197178663404
127 206.073807284551 -714.649237784293 206.073807284551 -714.649237784293 204.862559589945 -714.666359517708 214.602817951207 -96.5573387176958 206.610652458243 -714.649152320504 205.368113570373 -714.666277772196
137 183.996253405105 -774.85788547757 183.996253405105 -774.85788547757 183.43606044728 -774.869833351406 190.364433574185 -98.097577929558 184.262326083474 -774.857829509604 183.691922747659 -774.869778113715
119 177.39973862334 -659.124835875575 177.39973862334 -659.124835875575 176.126834634347 -659.145359886088 185.82840819568 -87.6309126827295 177.83498346392 -659.124754221455 176.51940686169 -659.145283904177
116 142.026554335721 -650.893221756686 142.026554335721 -650.893221756686 141.983553941627 -650.894120508635 145.619448799648 -96.9991356228346 142.137576551721 -650.893188944573 142.090196699543 -650.894089773511
133 450.54393671192 -745.740902960097 450.54393671192 -745.740902960097 321.764845565409 -746.116634414391 524.098481127274 -92.1155727195157 465.175368956929 -745.739926945314 324.210465667902 -746.116324956133
125 216.810653328709 -690.668079978574 216.810653328709 -690.668079978574 209.547566165014 -690.743063147829 232.222288431691 -84.2004097337977 217.902789929697 -690.667922038508 210.333585491588 -690.74293950989
129 196.306519478994 -723.471706088106 196.306519478994 -723.471706088106 194.345350646511 -723.498288990475 207.136176858169 -93.7151089617654 196.928803149498 -723.471584684835 194.900757357497 -723.498178401657
133 173.060522492925 -763.079376975727 173.060522492925 -763.079376975727 172.947853700557 -763.081729260606 177.844367658352 -110.005864098932 173.239926507218 -763.079332416153 173.117242774027 -763.081688611464
123 143.519160313909 -687.824053563837 143.519160313909 -687.824053563837 143.452412304756 -687.825922611373 147.159715301459 -93.53325232821 143.605794936898 -687.824025254875 143.534052523699 -687.825897316339
132 320.89397923336 -739.485909643844 320.89397923336 -739.485909643844 284.705787524205 -739.664484242403 353.582467280841 -91.8412811418652 325.017799445287 -739.48555249285 286.585203641296 -739.664286126043
115 223.873714398226 -632.593509706797 223.873714398226 -632.593509706797 210.677970506358 -632.68796805078 246.223005032407 -83.9683745114149 225.753229390171 -632.593282656633 211.804495786262 -632.687819122316
120 158.029348496583 -661.606783614156 158.029348496583 -661.606783614156 157.255618455348 -661.623038008852 165.168263652462 -84.4713456838272 158.310262746018 -661.60671590057 157.505206413915 -661.622976263253
125 185.23704298002 -696.369155987791 185.23704298002 -696.369155987791 184.001742498648 -696.389240704804 193.661251965393 -90.0338546618753 185.665816407946 -696.369077474769 184.405466213213 -696.389165925658
130 548.953248042783 -723.230176175765 548.953248042783 -723.230176175765 270.895492161568 -723.789626198009 716.473328684862 -87.2065877775848 590.935579161257 -723.22831705613 273.075431118368 -723.789331565841
126 211.303175950311 -693.096693513578 211.303175950311 -693.096693513578 200.901422543047 -693.199449103201 230.568450499109 -80.808289722573 212.620713373508 -693.096492424748 201.687346917653 -693.199314232866
119 223.959568955106 -668.69358007871 223.959568955106 -668.69358007871 208.95443337604 -668.750252406193 277.462670634441 -96.9892654102286 228.460247000327 -668.692967013172 211.300367869876 -668.749882426771
129 227.783571414324 -718.966184243278 227.783571414324 -718.966184243278 217.650660963691 -719.050633223039 248.537541949867 -89.0892642765058 229.405878386104 -718.965957916573 218.679752999042 -719.050477155645
130 153.031829504512 -725.344039792277 153.031829504512 -725.344039792277 152.918783039342 -725.348263607846 156.315878899295 -90.1260530967683 153.113436166084 -725.344013750212 152.999679661977 -725.348241227916
128 418.429631137024 -708.715559577993 418.429631137024 -708.715559577993 312.5922585016 -709.092971693282 472.524038107815 -84.4768028157885 428.121866436674 -708.714917571668 314.599772064444 -709.092747854443
128 172.070165113074 -727.825694721873 172.070165113074 -727.825694721873 171.824535923498 -727.829845621298 178.688250040056 -104.07305764424 172.363355989027 -727.825616048711 172.105414886205 -727.829769787994
136 156.189931711444 -779.313151002347 156.189931711444 -779.313151002347 156.173311381355 -779.313533715569 158.794403851378 -108.808630753893 156.249711201768 -779.313130419845 156.231800678321 -779.313513872808
115 135.292626950518 -632.296144766176 135.292626950518 -632.296144766176 135.16666510549 -632.299708751843 139.102350857691 -84.2447682221497 135.381863630275 -632.296115452164 135.257196135888 -632.299676702517
116 190.488901216103 -636.633963101634 190.488901216103 -636.633963101634 187.045682471927 -636.675269897683 202.706992873824 -82.3654243121864 191.269485396277 -636.633835072664 187.681040266052 -636.675160653668
132 315.470321450035 -751.857014998757 315.470321450035 -751.857014998757 290.562109911443 -751.952382122119 355.383979004615 -104.213652291264 320.716447111702 -751.856471211306 293.39289788254 -751.952033117247
131 198.284173224869 -744.883837649386 198.284173224869 -744.883837649386 197.402453900331 -744.895998236244 207.174899954215 -103.393872046249 198.779236535698 -744.883751693446 197.881793954813 -744.895913452288
131 164.645153543 -743.245528491962 164.645153543 -743.245528491962 164.233068162663 -743.252029180058 174.067521995892 -101.979802408832 164.992185463241 -743.245430843533 164.547743654028 -743.251942781451
121 297.466034431606 -665.628632582435 297.466034431606 -665.628632582435 247.717838662776 -665.855694146338 343.537682304592 -82.2547464997574 303.385108098335 -665.628047012324 249.409616194805 -665.85545685762
132 296.968950537731 -742.761548889493 296.968950537731 -742.761548889493 261.059531437132 -742.919511605434 341.938857705263 -95.1345825830094 302.301679381249 -742.760983900263 263.085365428984 -742.919235693113
126 353.76691906118 -699.372140057936 353.76691906118 -699.372140057936 277.705143606528 -699.626971398959 421.163440464916 -86.8559520446052 364.583836611834 -699.371234041063 280.149247363815 -699.626650308399
130 162.511861003183 -725.409408212266 162.511861003183 -725.409408212266 162.047426007518 -725.420855468399 168.418185198483 -90.0449343517555 162.706031390044 -725.409360118228 162.228664240974 -725.420808811121
127 184.094142722503 -707.582958239167 184.094142722503 -707.582958239167 182.325025712321 -707.611206326573 193.636790010987 -89.5861186817023 184.560749208939 -707.582869548765 182.739019511942 -707.611127053875
129 343.141303939886 -729.079781673918 343.141303939886 -729.079781673918 284.02620818 -729.252940053301 411.922096083415 -99.0200262130456 353.284743664175 -729.078921813287 287.041253952828 -729.252582526738
131 301.1955622888 -743.60007274033 301.1955622888 -743.60007274033 284.280158348752 -743.672890008094 334.503544639455 -101.85536701344 305.364080822852 -743.599609476006 286.896020624054 -743.672560487983
130 184.547280041276 -737.426304883042 184.547280041276 -737.426304883042 184.108231185169 -737.434439280941 190.986918282792 -101.881324764723 184.853724227778 -737.426245681787 184.398150850311 -737.434384152347
116 156.037365085295 -639.628809934222 156.037365085295 -639.628809934222 155.011458918252 -639.645470066809 165.764997341407 -85.553184261627 156.438850925167 -639.628705974212 155.360949795477 -639.645378810087
126 163.684012684673 -716.232543259883 163.684012684673 -716.232543259883 163.581164582279 -716.234418984887 167.885792413338 -104.235005071681 163.83036419111 -716.232510169897 163.728475035972 -716.234380897711
131 176.520331873929 -748.620174896057 176.520331873929 -748.620174896057 176.316523886831 -748.623851552752 182.059786335776 -107.266379214255 176.751506727475 -748.620124740075 176.548797774074 -748.623799508716
127 291.311228571037 -716.665771577482 291.311228571037 -716.665771577482 273.426330050736 -716.748270642555 322.45730531989 -98.377210708782 295.049229366252 -716.665360335451 275.683730365489 -716.74798839154
127 254.913477853909 -710.994865192964 254.913477853909 -710.994865192964 239.179793920992 -711.095444428134 279.848957012729 -92.7617147431151 257.226571477164 -710.994606041938 240.580428266054 -711.095266992561
110 175.135581655769 -608.454963382469 175.135581655769 -608.454963382469 173.82781023601 -608.469559572353 186.451164270645 -88.5996402582217 175.807593807539 -608.454833356981 174.426292576236 -608.469442918383
139 232.00073182184 -797.315840412497 232.00073182184 -797.315840412497 228.791705093833 -797.345492956717 247.120191636247 -108.469677232681 233.087500547753 -797.315687877952 229.725499667773 -797.345355021817
129 249.527587032549 -721.97322561722 249.527587032549 -721.97322561722 234.038870384613 -722.075898436461 275.218404045281 -92.0443393069875 251.855821221113 -721.97294267853 235.392256760672 -722.075710324189
125 141.711804478493 -702.407662491189 141.711804478493 -702.407662491189 141.69536068602 -702.408079279562 144.058490405181 -96.569741818255 141.752509243181 -702.40764876165 141.734898142308 -702.408066136538
116 248.127214830079 -623.899689594927 248.127214830079 -623.899689594927 203.139693093032 -624.198770371216 286.643614179694 -69.469026948754 251.871358135448 -623.899292625723 204.032529219106 -624.198634291058
127 188.744902056794 -723.931140253426 188.744902056794 -723.931140253426 188.25691423459 -723.937842181126 196.594609666182 -105.914414120566 189.159111657328 -723.931062826673 188.663246818385 -723.937763482653
133 305.399090441889 -734.068568685455 305.399090441889 -734.068568685455 226.048496319511 -734.398734378604 390.73274126508 -80.5243323030392 315.802424480192 -734.067601294039 227.435485183351 -734.398505176087
120 274.767856119959 -651.763909379913 274.767856119959 -651.763909379913 234.657786872136 -652.012710239313 306.064838137214 -74.2159979361651 278.172929381538 -651.763594586086 235.835816672161 -652.012574311097
124 247.075801932326 -687.18104578436 247.075801932326 -687.18104578436 228.458793212157 -687.299334807857 275.786260820517 -86.4559252603281 249.8097873551 -687.180692564726 229.82075563719 -687.299128790512
135 160.346733162574 -776.175940704985 160.346733162574 -776.175940704985 160.318019071427 -776.176569190562 163.583515844998 -111.485354952298 160.435900786407 -776.17591103836 160.404753668736 -776.176540823311
120 146.287760991116 -667.107364587812 146.287760991116 -667.107364587812 146.178259351035 -667.110317034086 149.758220992282 -90.1246498708483 146.374879080449 -667.107341711774 146.27377364252 -667.110289967978
124 175.505569665385 -691.404639997577 175.505569665385 -691.404639997577 174.182882148164 -691.424231806609 185.697738015825 -90.938850435089 175.997840273693 -691.404531218123 174.625129712771 -691.424129928253
143 172.237565054052 -819.225568272425 172.237565054052 -819.225568272425 172.135724445451 -819.228261906373 175.81834113255 -106.997634517922 172.337047126906 -819.225542972339 172.243675928688 -819.228231531448
125 239.399573442187 -698.316255637398 239.399573442187 -698.316255637398 222.164986716415 -698.418644921553 270.867010993862 -91.7779706130705 242.167328725762 -698.315893295395 223.594541716702 -698.41842466906
121 236.787357163792 -667.289108947642 236.787357163792 -667.289108947642 218.395098111985 -667.41018668449 264.430701127008 -84.0087453274626 239.215216768703 -667.288814752823 219.62488840605 -667.410014941778
142 189.706430406868 -829.019624432824 189.706430406868 -829.019624432824 189.621001781172 -829.021202732252 194.451796767711 -122.565215222639 189.906115049423 -829.01958279359 189.813446513351 -829.021163671121
128 199.270392468778 -710.68214947565 199.270392468778 -710.68214947565 194.075625358895 -710.738988997437 215.68559214397 -86.7552227576298 200.27300057998 -710.681970061802 194.806762659384 -710.738845692534
123 166.987548929991 -699.893331981525 166.987548929991 -699.893331981525 166.819215519665 -699.895894180956 172.859117271536 -105.310754831251 167.231251379185 -699.89327594144 167.0641610824 -699.89583610651
130 239.890155267565 -732.517928911788 239.890155267565 -732.517928911788 229.14831416995 -732.58718484405 265.551652983706 -96.7444763548846 242.063486765985 -732.517647459128 230.583081885387 -732.586978834911
127 458.570571705716 -707.134547864723 458.570571705716 -707.134547864723 319.932684739231 -707.486257990075 539.327629771354 -88.7244261483224 475.354258617517 -707.133612845476 322.946981790578 -707.48597317317
129 219.084351075938 -726.49028949048 219.084351075938 -726.49028949048 214.326648826222 -726.533400201708 235.423449479488 -96.6427170930864 220.240518745283 -726.490130115081 215.254027975305 -726.533265105053
128 177.213741375804 -717.596592408354 177.213741375804 -717.596592408354 175.973084268966 -717.615927843552 187.049220986674 -93.7964134430216 177.672544345697 -717.596493041945 176.383736867507 -717.615837731548
130 182.048441152143 -744.15175699917 182.048441152143 -744.15175699917 181.726380431302 -744.156669364327 189.425945692292 -108.619287858863 182.401177845542 -744.151673840908 182.060426947821 -744.156591056025
134 168.152728756607 -771.192615174242 168.152728756607 -771.192615174242 168.099590215732 -771.193733036488 172.049204788216 -112.286546441124 168.289606096475 -771.192579356574 168.226208135455 -771.193699194516
125 212.649497335276 -693.60153877305 212.649497335276 -693.60153877305 204.258087684175 -693.676509533644 232.298767863869 -87.1396275602481 214.055791706423 -693.601321911082 205.169893209273 -693.676357348264
135 185.196907758637 -764.861359829408 185.196907758637 -764.861359829408 184.574739856364 -764.873208848071 192.307377838169 -99.9035065870057 185.526093702114 -764.861289774137 184.883252026211 -764.873142474985
121 156.581092911904 -672.860705130788 156.581092911904 -672.860705130788 155.994998874205 -672.872195977897 164.144967343788 -89.9534381369863 240.512972716211 -674.117673251147 239.352287109803 -674.377335618
123 154.865229119992 -673.864775308819 154.865229119992 -673.864775308819 154.239262571514 -673.882602339583 160.328622592915 -79.3965679864874 155.045353554502 -673.86472685739 154.403604580387 -673.882559585993
132 252.127772752771 -740.208613270579 252.127772752771 -740.208613270579 234.760314104825 -740.315406013942 282.02988768256 -92.656671103917 254.812915022963 -740.208283338437 236.192137162066 -740.315204640972
122 194.906561807641 -686.51849995818 194.906561807641 -686.51849995818 191.908556341634 -686.545184754798 211.648803868076 -97.563317710255 195.960970279382 -686.51831820964 192.796743258157 -686.545024988246
122 182.090813320693 -666.035211585389 182.090813320693 -666.035211585389 176.884206422695 -666.10909711818 195.215387766339 -77.1419543958366 182.771233423169 -666.035091786622 177.351725861032 -666.109010166383
119 226.811953598989 -653.12824676235 226.811953598989 -653.12824676235 205.086551815922 -653.282183014868 255.07312952277 -81.4420075442782 229.14095778974 -653.127971160285 206.107315923732 -653.28203763856
118 243.118869678446 -638.532872680948 243.118869678446 -638.532872680948 219.258171278875 -638.720753027596 266.28973666249 -72.5964769865321 245.249171554145 -638.53262775096 220.189547239661 -638.720624330088
129 153.058453448133 -735.425747002264 153.058453448133 -735.425747002264 153.041249653242 -735.426106984962 155.704790976225 -106.060215398111 153.124344465479 -735.425725890228 153.105804079304 -735.426086562456
113 215.494307814905 -619.095881934276 215.494307814905 -619.095881934276 199.955633049642 -619.193532093746 245.779505928865 -81.9526062213909 218.038386726215 -619.095523657955 201.252946096903 -619.193315517425
131 312.263464416265 -737.566752249135 312.263464416265 -737.566752249135 250.11046211178 -737.756657880124 397.599506041408 -95.7851385268926 323.269951863138 -737.565752863627 252.639577290332 -737.756313294688
122 172.777041115643 -674.367234520849 172.777041115643 -674.367234520849 169.455959744864 -674.404279409877 190.677890817294 -85.5118724522814 173.635465559226 -674.367042843565 170.085592377588 -674.404127964956
120 152.07125254675 -667.374668708082 152.07125254675 -667.374668708082 151.871012205711 -667.379916856549 156.803017842244 -90.3105408429548 152.232525641169 -667.374622727937 152.013752947154 -667.379878770819
116 241.362414716223 -638.586743218733 241.362414716223 -638.586743218733 229.723172991577 -638.670361411445 260.645267523546 -84.1822920570719 243.150096730941 -638.586553192519 230.92183996664 -638.670225722793
119 177.19466244308 -664.283635141316 177.19466244308 -664.283635141316 175.885165962451 -664.30103123542 187.429433387431 -92.7861119255659 177.734548372109 -664.28353247659 176.385452455828 -664.300934600953
128 169.608314713511 -720.426171924063 169.608314713511 -720.426171924063 169.181820589833 -720.434561760662 176.026250963923 -96.6939043791892 169.860987599302 -720.426117139782 169.425436300121 -720.43450533255
128 173.854309261571 -713.313701230615 173.854309261571 -713.313701230615 172.703064629849 -713.335162580172 182.176375056564 -89.541499408116 174.214970214507 -713.313624201137 173.02131032984 -713.33509404496
111 147.262501224451 -610.428317184247 147.262501224451 -610.428317184247 146.693893212017 -610.438571066419 154.656074529147 -85.0591673405992 147.537028952225 -610.428248163296 146.959899309774 -610.438501964596
140 259.430922310549 -797.61830168092 259.430922310549 -797.61830168092 250.059804425976 -797.680198928914 283.763733988338 -102.758427529743 261.635445184509 -797.617995418866 251.594577534456 -797.679967637274
129 175.974315481762 -717.810420362577 175.974315481762 -717.810420362577 175.030634260805 -717.830723811521 182.770760843732 -88.178493805905 176.265628261462 -717.810361849817 175.302080496356 -717.830667484982
116 631.452412316337 -627.368892538458 631.452412316337 -627.368892538458 237.061878125501 -628.177529651974 830.027803443186 -72.736639535813 691.853829786026 -627.36673754466 238.477733717407 -628.177312902342
135 406.751661333225 -768.761286076663 406.751661333225 -768.761286076663 345.136914932225 -768.958493076607 452.79365546564 -103.36307805408 414.492581399564 -768.760754692982 348.186084827416 -768.95822155782
122 413.982024005489 -678.151837591746 413.982024005489 -678.151837591746 266.69862655327 -678.514657338724 524.540274907965 -88.8855555586928 435.036217244283 -678.15054647006 269.032733192051 -678.514358891172
138 384.556660681199 -772.914356401654 384.556660681199 -772.914356401654 290.409442123172 -773.262226378433 447.203638666968 -89.7686105992389 394.31626554445 -772.913661964731 292.377771838809 -773.262006500545
135 164.796200191657 -767.351956550561 164.796200191657 -767.351956550561 164.710773219742 -767.354521871314 168.291731179033 -102.597235648692 164.896008993567 -767.351929985132 164.80540343867 -767.354497713131
123 1893.40026649851 -679.473021941623 1893.40026649851 -679.473021941623 367.32153354971 -680.848871572934 2321.66432002505 -84.2726730422107 2148.84851578135 -679.46875397563 369.353145750971 -680.848523860355
131 155.135331523995 -724.791613661324 155.135331523995 -724.791613661324 154.793070012154 -724.803156322313 159.729115700906 -83.6734035362938 155.262226767606 -724.79157411342 154.906607302358 -724.803122266099
131 186.896937655457 -728.021661269292 186.896937655457 -728.021661269292 181.251105511962 -728.085724668525 205.98354656227 -86.5630811082077 187.837991447384 -728.021473450446 181.857271309526 -728.08559486411
131 206.527868298356 -741.995380912989 206.527868298356 -741.995380912989 204.906751247648 -742.01505503118 217.72988193118 -100.466477081378 207.246232008314 -741.995250345892 205.54075800983 -742.014939350106
142 271.600124429204 -810.770646268251 271.600124429204 -810.770646268251 262.200993117387 -810.834497341148 293.852224704427 -103.992750053298 273.72574393315 -810.770364176813 263.723716518406 -810.834275289384
126 265.877363928245 -715.628894511791 265.877363928245 -715.628894511791 256.651881460597 -715.673766810785 293.812451951439 -103.216716977494 268.887718565801 -715.628518474897 258.837585358489 -715.673472060908
112 182.741773344757 -617.923964621981 182.741773344757 -617.923964621981 176.122160688442 -617.971547857679 208.183883604169 -86.597985360542 184.31283507099 -617.923704096401 177.165032793409 -617.971359335022
124 482.053358487609 -679.820824125748 482.053358487609 -679.820824125748 230.930667770622 -680.408355874654 654.145080275522 -78.8931187813959 521.288741058132 -679.818942418957 232.475105383808 -680.408123514193
132 212.763832008748 -753.792932889947 212.763832008748 -753.792932889947 210.910471843577 -753.8116978338 225.929716272273 -106.361013764928 213.656464212721 -753.792776957459 211.705861420434 -753.811552349662
133 189.169441379242 -760.983549635601 189.169441379242 -760.983549635601 188.949192216074 -760.987928678555 194.53743670458 -107.791711891899 189.423945464431 -760.983500793098 189.186188298288 -760.987885436057
122 195.057601994224 -687.921746990799 195.057601994224 -687.921746990799 193.982310643893 -687.934753555118 205.039387815971 -98.9786923146316 195.686766812568 -687.921636965091 194.564516543419 -687.934653852548
134 223.260086896511 -764.301205063581 223.260086896511 -764.301205063581 220.536765116396 -764.327408619489 237.670281775006 -105.056098862386 224.301508533655 -764.301045638452 221.410359323032 -764.327274072801
134 173.089387985411 -755.801030440307 173.089387985411 -755.801030440307 172.157680047454 -755.81470947375 185.109279526427 -96.8121203775463 173.565393341074 -755.800898721707 172.57759841492 -755.814592817705
129 226.726590981455 -731.927881871001 226.726590981455 -731.927881871001 224.819232976601 -731.947421800791 238.113958876215 -102.0660973169 227.572825606732 -731.927758010376 225.62097203409 -731.94729765399
131 226.230441045176 -737.983097781177 226.230441045176 -737.983097781177 222.296920270774 -738.024285391351 239.516863035531 -96.386957944421 227.209639887866 -737.98296444164 223.105889816213 -738.024170752482
127 954.254139694236 -706.255483434488 954.254139694236 -706.255483434488 250.668947752503 -707.043193098098 1329.6750586584 -87.7539826835256 1103.53797437995 -706.252268712763 252.77910783388 -707.042921425868
127 180.01146193498 -714.104561159244 180.01146193498 -714.104561159244 178.864107227048 -714.12173999999 189.452302794577 -96.1312760714787 180.453803167869 -714.104472285677 179.28111051118 -714.121651042493
121 163.912566802296 -679.540053821749 163.912566802296 -679.540053821749 163.476229561822 -679.547195250192 171.458899192956 -96.5697418844403 164.233558524759 -679.539978441607 163.783368246768 -679.547121956943
138 300.34300895727 -782.084319217589 300.34300895727 -782.084319217589 283.055593322086 -782.190311528862 323.673927764586 -99.0303521078071 302.885342592407 -782.084080140305 284.670105714653 -782.190147059972
120 151.658735067469 -677.106898439468 151.658735067469 -677.106898439468 151.53456881256 -677.108867043054 157.488724653378 -100.041771689661 151.860670235419 -677.106838854957 151.734070095391 -677.108805992359
124 217.824636010822 -685.210257607455 217.824636010822 -685.210257607455 208.845840675608 -685.296310239092 234.868560897162 -84.5608754731222 219.055592592188 -685.210096922527 209.690402941537 -685.296189963682
131 294.870999690858 -728.032572747528 294.870999690858 -728.032572747528 266.0470739924 -728.213166207158 320.816209884333 -86.2998717318429 297.723531424263 -728.032308038935 267.462047596837 -728.213009425379
128 180.215228077591 -713.274227313827 180.215228077591 -713.274227313827 178.058161076776 -713.304536859791 192.380385605904 -89.4486348516297 180.798748133186 -713.274102303445 178.542002807535 -713.304427944254
124 189.019814242504 -700.122015288965 189.019814242504 -700.122015288965 188.128890956168 -700.133461906801 198.409507112819 -99.5869233919093 189.550586041418 -700.121909256834 188.652397342645 -700.133353952032
128 206.725693624129 -731.414603319763 206.725693624129 -731.414603319763 206.040906085043 -731.422996389156 215.229916473093 -107.47436219912 207.261075231046 -731.414524066964 206.561850013074 -731.42291704717
125 175.729640605968 -703.363458040727 175.729640605968 -703.363458040727 175.173100112169 -703.372157267828 183.493356996673 -97.0843206595866 176.096220536956 -703.363378880694 175.531356163251 -703.372073730303
126 210.816971811675 -702.963986470583 210.816971811675 -702.963986470583 205.543576530348 -703.013836492583 227.747418012845 -90.6805681405508 212.015740916083 -702.963791000552 206.436073422048 -703.013683344521
133 193.514611708233 -752.489900043368 193.514611708233 -752.489900043368 192.385031963092 -752.506728596283 202.945747658114 -99.2630255513875 194.020683305232 -752.489795639614 192.845299000788 -752.506631124289
125 231.202384842039 -707.837839085185 231.202384842039 -707.837839085185 225.889036273523 -707.86921083022 255.692782920714 -101.323329933603 233.35295168297 -707.837513471387 227.575015554916 -707.868941037603
121 184.357231113189 -675.590898678187 184.357231113189 -675.590898678187 181.798595464435 -675.618098460104 199.292213744976 -92.4797577945532 185.213748268316 -675.590730957122 182.496028792208 -675.617961260177
116 220.396443038834 -634.948848633834 220.396443038834 -634.948848633834 191.360443801778 -635.10245533975 271.505918896246 -80.553518136038 224.608768171676 -634.948293768372 192.605400799494 -635.102236438271
135 164.580962041188 -770.226716303542 164.580962041188 -770.226716303542 164.482444615947 -770.229208389391 168.903981072925 -105.469634637559 164.713647470454 -770.226677989401 164.606990368248 -770.229174061658
123 159.452503668862 -689.067762778544 159.452503668862 -689.067762778544 159.272987862379 -689.072004239343 163.760471870684 -94.5573249338249 159.597404493255 -689.06773165903 159.415182196318 -689.071970199327
131 251.2408371111 -728.030766562374 251.2408371111 -728.030766562374 228.959712050573 -728.171309449444 284.28708676808 -86.3567133850863 254.227372883916 -728.03038338749 230.259460257485 -728.171108531353
123 188.164173032086 -689.826337549303 188.164173032086 -689.826337549303 186.891790273239 -689.843878244384 197.6327263545 -95.1080300293921 188.704217161044 -689.826244977316 187.387784564872 -689.843791233053
133 274.728666433214 -748.007781775853 274.728666433214 -748.007781775853 247.773515823232 -748.141408218665 315.560870862108 -94.5237252030394 279.015590469033 -748.007279388998 249.594520462921 -748.14114441104
132 169.14330446 -742.147748856655 169.14330446 -742.147748856655 168.552723383809 -742.158791702902 177.293046972176 -94.9737323356549 169.446476604733 -742.147668631273 168.83695149204 -742.158717090968
127 425.168467630799 -711.461681554783 425.168467630799 -711.461681554783 309.642700414123 -711.762599545586 504.310890453154 -93.0641417689031 440.354975677356 -711.460702604144 312.505343140472 -711.762282443952
121 328.071898595899 -669.531293056459 328.071898595899 -669.531293056459 281.273886371241 -669.730565873396 365.828520461927 -86.135237728164 333.439620415236 -669.530833395429 283.328542973831 -669.730334586659
129 226.491826924152 -719.294893298354 226.491826924152 -719.294893298354 214.936694613512 -719.385698391342 249.333546684909 -89.4186148122655 228.215863648876 -719.294663852639 215.997305768915 -719.385541232852
143 360.524226688569 -809.25418973747 360.524226688569 -809.25418973747 314.06658078587 -809.471984327977 395.592933344592 -96.4019905283815 365.220808253323 -809.253836476721 316.057822371994 -809.471801441358
126 274.846055276371 -707.090543107517 274.846055276371 -707.090543107517 262.632583066848 -707.16349907282 297.136573010602 -94.6699340537994 277.232384488837 -707.090281195799 264.286861634695 -707.163300338542
134 186.321611079985 -764.609632627675 186.321611079985 -764.609632627675 185.956935121368 -764.616611467722 192.387404245135 -105.543996825831 186.590225101994 -764.609582995552 186.21662689967 -764.616563271634
126 158.754675230569 -709.603240399574 158.754675230569 -709.603240399574 158.580010890998 -709.60717591874 163.567515260046 -97.653268721188 158.914922336899 -709.603198140091 158.734638679696 -709.607132101786
121 305.062746818774 -669.466180371484 305.062746818774 -669.466180371484 271.632818415193 -669.62998902707 336.222026795108 -86.092839974256 309.058445020467 -669.465813687523 273.467587885998 -669.62978284964
127 172.914411768191 -711.616282035385 172.914411768191 -711.616282035385 172.170354196798 -711.62940447471 181.076918863934 -93.6935599419728 173.274286898415 -711.616195825964 172.498150668512 -711.6293254701
120 212.74648916249 -672.060639437348 212.74648916249 -672.060639437348 205.743913881011 -672.106500441908 237.237832032281 -94.627820213614 214.60996777337 -672.060361815099 211.667991765673 -672.10847321717
116 282.963129536839 -643.052579798311 282.963129536839 -643.052579798311 259.846739626118 -643.159914193111 313.647161257799 -88.5838095189466 286.664654629962 -643.052199386178 261.8591318472 -643.159668781192
118 175.190376057305 -654.282272094376 175.190376057305 -654.282272094376 174.223609545429 -654.298226928063 183.002977581467 -88.5727449839809 175.589362546842 -654.282199772585 174.592774521009 -654.298158437025
122 161.360078893792 -685.598312208552 161.360078893792 -685.598312208552 160.971681974097 -685.604950658785 168.75709064218 -96.8565945220218 161.66232971732 -685.598230131425 161.265412583788 -685.604870583435
123 176.693496475095 -687.795527624076 176.693496475095 -687.795527624076 175.499621761642 -687.811278455103 187.945087068703 -93.1314954094544 177.272062328041 -687.795393840265 176.015583020502 -687.811155731427
140 233.793479370764 -796.901238886348 233.793479370764 -796.901238886348 229.398821030397 -796.945172809761 248.858028965739 -102.113271882378 234.896919347604 -796.901083113317 230.277267718831 -796.945047427494
121 168.648676508846 -675.96145257226 168.648676508846 -675.96145257226 168.092708310318 -675.97157260298 175.462220554458 -92.9591618401654 168.940950080447 -675.961395362086 168.371580899939 -675.971516116361
121 191.065116252643 -675.618248103178 191.065116252643 -675.618248103178 189.128480314564 -675.641561159497 202.421831106802 -92.485896817935 191.755261767239 -675.618125825791 189.745602158327 -675.641446984543
137 256.999078749936 -790.299626453958 256.999078749936 -790.299626453958 250.348150452817 -790.333538711167 286.215897248265 -113.231767445779 259.727123476613 -790.299244304544 252.435591962745 -790.33322840611
