"n_obs" "em_cl_N" "em_cl_loglike" "em_el_N" "em_el_loglike" "em_pel_N" "em_pel_loglike" "opt_cl_N" "opt_cl_loglike" "opt_el_N" "opt_el_loglike" "opt_pel_N" "opt_pel_loglike"
127 177.382706551076 -709.161350845929 177.382706551076 -709.161350845929 176.468466853585 -709.178630129301 184.8240060296 -91.2104249473601 177.721220724319 -709.161282761288 176.790141110728 -709.178565444971
131 179.218818125088 -744.917648819953 179.218818125088 -744.917648819953 178.939137424755 -744.92315442658 184.793645584645 -103.544029721966 179.459570845735 -744.917599611875 179.177202233098 -744.923104782666
127 177.077456230155 -705.120969502961 177.077456230155 -705.120969502961 173.571636791592 -705.161104991807 195.266678205685 -87.1413746607193 177.914666734703 -705.120780849096 174.176500622168 -705.160958126089
124 516.657202131704 -680.529069348672 516.657202131704 -680.529069348672 323.961861266883 -681.119740467268 585.49646363168 -79.6091361108521 532.056869842722 -680.528264141713 325.732592327711 -681.119541042732
137 172.09499575565 -780.809893189092 172.09499575565 -780.809893189092 171.920253869381 -780.814332951411 177.008262380431 -104.159267929967 172.276376717659 -780.809842575633 172.080856916782 -780.814289364488
131 202.991714150214 -746.541340340558 202.991714150214 -746.541340340558 202.248446874671 -746.552503866671 210.572197760816 -105.033866133725 203.415876025444 -746.541277263021 202.66165176763 -746.552440618409
128 153.659701488025 -726.639417852317 153.659701488025 -726.639417852317 153.628392377579 -726.64019179747 156.550659506836 -103.10345287066 153.729821834696 -726.639399428527 153.696449504328 -726.64017427136
129 171.871092822388 -734.957879675685 171.871092822388 -734.957879675685 171.26690427813 -734.964748531246 185.002574055999 -105.334905766446 172.435102947167 -734.957729447419 171.7800593365 -734.96461064326
124 243.350487946702 -694.96732283142 243.350487946702 -694.96732283142 230.853042914764 -695.039164674545 271.084614508355 -94.249684598215 245.916003088887 -694.96701111938 232.46531203476 -695.038947880004
126 164.072635686333 -706.78345592896 164.072635686333 -706.78345592896 163.82993092072 -706.789158548934 168.953188653992 -94.779075741346 164.247821235239 -706.783413418366 164.002074028221 -706.789115250022
123 163.156570536791 -686.777123756912 163.156570536791 -686.777123756912 162.896310624235 -686.783232253668 167.973983329827 -92.2301041857812 163.331820419852 -686.777084186788 163.071705878017 -686.783191895094
130 215.292100089061 -729.586216460792 215.292100089061 -729.586216460792 211.412747408135 -729.630166313033 228.225478051209 -93.8931171798573 216.154574922153 -729.586095564299 212.11605451006 -729.630066532995
127 180.038253286888 -709.585342373026 180.038253286888 -709.585342373026 177.807406385051 -709.612006980515 194.851213518322 -91.597388614935 180.769375670779 -709.585175923855 178.416863315417 -709.611860512705
129 164.197816246048 -723.792211480671 164.197816246048 -723.792211480671 163.799920233299 -723.800659343335 170.589288100531 -94.2615819784863 164.422790486685 -723.792153084465 164.015785724936 -723.800600987184
128 160.026507377372 -718.211242479557 160.026507377372 -718.211242479557 159.669289558542 -718.218395660907 167.11620311535 -94.5674815988499 160.283778441868 -718.211162364051 159.909592150679 -718.218319477556
121 146.315676588149 -681.564988319515 146.315676588149 -681.564988319515 146.280440947672 -681.565793393067 149.491910500245 -98.8062929394566 146.399307455037 -681.564961517688 146.36741717034 -681.565768015472
120 196.583576483971 -660.506022526433 196.583576483971 -660.506022526433 190.535012930066 -660.569539588975 212.827018539221 -83.1333743319451 197.648181474625 -660.505841046448 191.270933057363 -660.5694045611
130 197.452910351889 -738.44909629134 197.452910351889 -738.44909629134 195.951714302385 -738.464956376163 210.98020677025 -102.821110810412 198.275988398022 -738.448929009484 196.683823492677 -738.464803320533
134 179.562840444391 -751.693342361945 179.562840444391 -751.693342361945 178.693902052733 -751.711640736343 186.635369380843 -92.6708236907202 179.855670101652 -751.693280584773 178.9653821576 -751.711582092423
134 175.952852729326 -758.893953826306 175.952852729326 -758.893953826306 175.373140790396 -758.904465320633 184.030483874035 -99.8957899680344 176.288867021383 -758.893870371471 175.677363488697 -758.90439178318
136 204.383122943691 -759.762044026943 204.383122943691 -759.762044026943 201.206825500902 -759.810414696683 214.992018059062 -88.7865295279762 204.976164023504 -759.761948335212 201.692168232669 -759.810333153055
127 188.997093879216 -707.003584916437 188.997093879216 -707.003584916437 186.071833961757 -707.0435144761 200.866077253203 -88.9758476245531 189.622822874426 -707.003476958124 186.580113220011 -707.043423535698
133 157.030149457198 -749.059519293389 157.030149457198 -749.059519293389 156.965796314002 -749.06178051188 159.954729356907 -96.1891283917032 157.099913148369 -749.059497083382 157.031308787234 -749.061760155552
130 209.267703686686 -734.510164124502 209.267703686686 -734.510164124502 205.760409860634 -734.542274639255 226.253692873719 -98.8303749367684 210.402785048512 -734.509968783721 206.687406269291 -734.542105288014
130 161.152435077695 -725.305506416353 161.152435077695 -725.305506416353 160.865133620194 -725.313850292938 165.753832492533 -89.9637525518912 161.291960595167 -725.305469766563 161.001233490842 -725.313814811153
120 1089.40012154615 -655.799481316047 1089.40012154615 -655.799481316047 388.311275974272 -656.88356162938 1268.45747098199 -78.0368461744971 1168.78556886429 -655.797385741674 390.51701010395 -656.883297092738
135 191.535382954579 -774.334855169811 191.535382954579 -774.334855169811 191.124667088726 -774.341708966587 198.549646670636 -109.338148195079 191.872638922728 -774.334791732875 191.445216427844 -774.341649531653
131 162.043199361337 -739.010505554309 162.043199361337 -739.010505554309 161.795807591543 -739.016376771418 167.445377347278 -97.793320534177 162.223111538697 -739.010454786288 161.967301908584 -739.01632784568
118 160.879904972493 -649.504870948561 160.879904972493 -649.504870948561 159.37895872012 -649.53021096092 170.55330463857 -83.880351463289 161.289224088987 -649.504779126923 159.720404306406 -649.530133639826
129 176.873202996767 -714.160168393213 176.873202996767 -714.160168393213 174.596888637834 -714.198294785866 187.427035971126 -84.5094952722515 177.346313253817 -714.160069632554 174.977966185964 -714.198211198575
139 177.221061252997 -785.725035459118 177.221061252997 -785.725035459118 176.893172320133 -785.734089464513 182.00990825534 -97.187776573998 177.3918810837 -785.724996559202 177.062204969613 -785.73405107978
134 160.643111819796 -765.234305049172 160.643111819796 -765.234305049172 160.58598871321 -765.235740199644 164.364772102959 -106.423138052018 160.753978231118 -765.234270029162 160.691913028887 -765.235707715864
132 231.278645608523 -749.186709671982 231.278645608523 -749.186709671982 227.909059611059 -749.219424970298 244.800959174435 -101.698731191811 232.287792392866 -749.186577396694 228.797157440236 -749.21930446667
141 204.023369092908 -788.839679755679 204.023369092908 -788.839679755679 198.934448540975 -788.902090091989 220.959507166898 -88.2145755370986 204.95856660084 -788.83948485414 199.580553711909 -788.901941113632
123 189.072310298945 -693.291966770186 189.072310298945 -693.291966770186 188.221495759478 -693.303525098846 197.807658511685 -98.5712635975483 189.567893714629 -693.291877380168 188.693118838305 -693.30343751054
128 406.9539896255 -707.794378839907 406.9539896255 -707.794378839907 252.641567489194 -708.239438723738 523.031243293056 -83.5449105863336 428.314911463764 -707.793015443003 254.448471262574 -708.239175950792
124 163.780981397746 -683.655891568634 163.780981397746 -683.655891568634 162.872159920421 -683.676664595544 170.531668236825 -83.2865842958844 164.049014413747 -683.65582996311 163.109313679071 -683.676609194072
125 262.955149697905 -692.426284910211 262.955149697905 -692.426284910211 237.231219342735 -692.575684226814 295.060134060724 -85.8482725333687 266.226325865861 -692.425895910886 238.668823888653 -692.57547058313
121 239.24224440681 -677.770171743349 239.24224440681 -677.770171743349 230.538166041642 -677.828971512381 259.792954314564 -94.4919961876513 241.080472301304 -677.769945118258 231.870613328844 -677.828795743059
133 193.669208611668 -746.013089463787 193.669208611668 -746.013089463787 191.726240785713 -746.042416452327 203.811374804547 -92.7836636074468 194.18093580808 -746.012997367641 192.195156251777 -746.042328343863
125 190.474407462922 -705.170113127234 190.474407462922 -705.170113127234 189.139481154001 -705.186522965893 201.406977874557 -98.8037327968775 191.088811850516 -705.169995323346 189.705155531942 -705.186414097131
119 169.897173784277 -646.095112179988 169.897173784277 -646.095112179988 165.991734186345 -646.157872809772 181.453785929005 -74.6345992299202 170.440119985409 -646.095009365521 166.386993653335 -646.157793995773
124 165.375687804685 -691.350182135074 165.375687804685 -691.350182135074 164.093047735994 -691.369843791659 176.199178440347 -90.9521042486631 165.820672990984 -691.350076998315 164.474603851216 -691.369753020796
120 146.894106826905 -665.946526170646 146.894106826905 -665.946526170646 146.758374960055 -665.950648722996 150.782702840481 -88.9522280359241 147.013550220353 -665.946492598886 146.866380924921 -665.95062019543
128 193.100992020089 -724.662315884764 193.100992020089 -724.662315884764 192.182552923433 -724.675606812128 201.58142957005 -100.778344388437 193.561675148214 -724.662240417846 192.62649588512 -724.675531059617
127 187.973152923248 -707.081093645579 187.973152923248 -707.081093645579 186.666150544886 -707.10317943289 196.242944797624 -89.0671655763841 188.40647445116 -707.081011836371 187.074109962176 -707.103102414924
141 186.87839419228 -805.657545328676 186.87839419228 -805.657545328676 186.310793322337 -805.668268380101 194.361454948454 -105.159873295432 187.201135178994 -805.657469419522 186.615056777512 -805.668197409913
132 168.971889353501 -747.127955406866 168.971889353501 -747.127955406866 168.684299020428 -747.134409592533 174.552996962062 -99.9669466272578 169.163542741157 -747.127911037823 168.873347327154 -747.134367086407
123 205.715036096305 -682.873536098551 205.715036096305 -682.873536098551 201.798872514681 -682.917204246927 218.766464283041 -88.0808668650172 206.595654109411 -682.873405011752 202.526204965653 -682.917090075764
125 208.273137951485 -694.398379179627 208.273137951485 -694.398379179627 202.940678807069 -694.451147035383 224.574259072989 -87.954740721322 209.416974991685 -694.398197656112 203.793585581491 -694.451005768616
136 205.542380099739 -770.81445678475 205.542380099739 -770.81445678475 203.497970123571 -770.841272817403 216.813060027161 -99.8324702494166 206.197947874396 -770.814340652992 204.083392317272 -770.841165799329
119 191.197223286711 -659.408264253911 191.197223286711 -659.408264253911 187.459807703593 -659.444294979059 208.085327829901 -87.8354575114043 192.28815650665 -659.408056645753 188.310280481916 -659.444122277977
127 205.164340845885 -706.298375616595 205.164340845885 -706.298375616595 198.94281885119 -706.35900190134 223.235754775003 -88.1928804492847 206.348752217466 -706.298179810426 199.771842274736 -706.358855878253
119 251.389661896817 -658.870567846495 251.389661896817 -658.870567846495 227.304636073444 -659.004506813206 283.025725495758 -87.1383110820125 254.462367921259 -658.870241889091 228.74515844531 -659.004326493623
124 154.652227712987 -693.030011768957 154.652227712987 -693.030011768957 154.42818100296 -693.03525673308 159.952444969465 -92.7598238963865 154.828028934239 -693.029960229936 154.591736011278 -693.035207289093
128 290.261413132976 -712.177163092399 290.261413132976 -712.177163092399 253.541202104663 -712.348946079612 333.115724244301 -88.0334924977813 295.29949351293 -712.176619673324 255.381063996976 -712.34868016676
131 149.133603785748 -752.827658175447 149.133603785748 -752.827658175447 149.133442607814 -752.827658426409 151.050129495593 -111.846696804009 149.1675508831 -752.827646509759 149.167234719876 -752.827646820618
141 416.651419711726 -806.532122087177 416.651419711726 -806.532122087177 351.862973751656 -806.741062242669 463.93878252227 -105.553634807632 424.492764586855 -806.531621828954 354.915219960217 -806.74081328242
128 459.635507644723 -711.757777328674 459.635507644723 -711.757777328674 269.622013836113 -712.14458581529 609.526776605045 -87.4833090076787 491.774733636307 -711.756071630514 272.409364375224 -712.144246638592
127 172.709789875178 -721.971729638565 172.709789875178 -721.971729638565 172.44779593964 -721.976286903999 178.936567040953 -104.057274252718 172.98354124796 -721.971666736083 172.714487524573 -721.976224972055
122 151.951749853416 -670.608983552434 151.951749853416 -670.608983552434 151.558865969187 -670.620976068897 156.633192583364 -81.9766256384852 152.096161038443 -670.608948502936 151.685414092816 -670.620945189967
137 218.093417013415 -761.658909748827 218.093417013415 -761.658909748827 211.393457978515 -761.740822169362 232.577275779099 -84.7087051041894 259.845390541303 -761.815128980354 227.937399709268 -761.788519064937
122 221.443936652547 -681.035562001135 221.443936652547 -681.035562001135 211.468075204739 -681.108071940494 243.813921744584 -91.9933256388236 223.162577846743 -681.035339540814 212.606290863108 -681.107909160552
126 171.458111801403 -711.077472837532 171.458111801403 -711.077472837532 170.746574405781 -711.087932193009 181.181100181283 -98.9940680433469 171.889761109364 -711.077370196068 171.135598324698 -711.087840442677
131 160.315564379498 -753.665969212226 160.315564379498 -753.665969212226 160.299062217274 -753.666257765768 163.145595446531 -112.485863708874 160.388745869018 -753.66595023549 160.371067045342 -753.666239319836
137 570.021854949854 -770.167468848101 570.021854949854 -770.167468848101 299.405651816029 -770.696771967199 738.259233214191 -92.8621416688982 613.145281357513 -770.165523761045 302.07113244826 -770.696448855647
133 252.263008870879 -744.780106698447 252.263008870879 -744.780106698447 240.534776692478 -744.870213377984 273.42696828401 -91.3497865355595 254.153326049252 -744.779844716087 241.727201645475 -744.870028511513
131 199.462433068942 -736.762895333782 199.462433068942 -736.762895333782 196.79205056285 -736.796257068793 211.766010054868 -95.2602919929768 200.165778653146 -736.762778836325 197.385304351159 -736.796155167494
129 174.543714254341 -705.83494819425 174.543714254341 -705.83494819425 172.017238093343 -705.886978680931 183.398210788063 -76.206132999686 174.912324849823 -705.834872425518 172.317299342428 -705.886914575851
122 191.36542097301 -681.358145017907 191.36542097301 -681.358145017907 190.244593593433 -681.37564815704 199.45826636073 -92.4340164643769 191.840041129463 -681.358068346527 190.664468058591 -681.375582797141
134 188.599803348461 -762.709368799014 188.599803348461 -762.709368799014 187.496948088502 -762.722220016531 201.611907206604 -103.610120961061 189.268757306166 -762.709212069189 188.11791003073 -762.722068336604
122 149.664840307289 -685.414699752897 149.664840307289 -685.414699752897 149.586890649358 -685.416630381373 153.588974798743 -96.8164964225819 149.789811276564 -685.414663983574 149.704687302483 -685.416597888256
113 204.017122863888 -624.194380839911 204.017122863888 -624.194380839911 197.228336465957 -624.247464763367 223.094155276168 -87.0911606032017 205.443809594622 -624.194185628829 198.250280647818 -624.247317261652
120 236.554234464119 -660.606952268781 236.554234464119 -660.606952268781 223.283492784767 -660.705804819848 257.603262975801 -83.1253169682286 238.389471615577 -660.606737342175 224.431982148079 -660.705655230613
142 227.277717287842 -803.471352159133 227.277717287842 -803.471352159133 221.266501414304 -803.528220293303 246.303266569844 -96.8028019970479 228.597227060471 -803.471125913523 222.208411630464 -803.528049459825
122 163.355290503758 -681.236469048067 163.355290503758 -681.236469048067 162.966050732117 -681.244326947657 169.787294578761 -92.4818322583001 163.621234525982 -681.236400099416 163.207865786681 -681.244266110364
128 325.329531932079 -731.684098148078 325.329531932079 -731.684098148078 309.991426461321 -731.739807098229 357.988820680156 -107.511133600242 329.855153267821 -731.683660436289 313.147118208516 -731.739470695575
129 198.520686437981 -737.390362718115 198.520686437981 -737.390362718115 197.589999188549 -737.401171600545 209.016368112255 -107.624868585535 199.162932487959 -737.390251415243 198.187830491983 -737.40106741745
132 154.220595048617 -755.546851222114 154.220595048617 -755.546851222114 154.208434641596 -755.547091914917 156.623129801857 -108.599130025029 154.266703820576 -755.546837408124 154.253860769135 -755.547078481058
132 290.683290095236 -754.095315716561 290.683290095236 -754.095315716561 282.384917996217 -754.142452344665 311.508274731328 -106.491310981372 292.979473148144 -754.09508758839 284.228049023974 -754.142259365819
128 195.475752564198 -720.729914478721 195.475752564198 -720.729914478721 193.698697981842 -720.752579604779 206.564574964361 -96.8293136443414 196.124553912587 -720.729801952799 194.274721244355 -720.752476872058
138 188.431284407595 -788.490461265309 188.431284407595 -788.490461265309 187.901351933762 -788.500202981512 195.879639213489 -105.777927505964 188.781911243966 -788.490384029019 188.215160511325 -788.500137019249
119 238.585294798315 -653.641504649056 238.585294798315 -653.641504649056 221.859189865577 -653.753829214387 264.178738417697 -81.9354299655606 240.928145050429 -653.641206002094 223.103901757602 -653.753643471778
121 197.864949572177 -663.804564354188 197.864949572177 -663.804564354188 187.043364502225 -663.89666500706 223.827984707087 -80.6221473741913 199.574149837864 -663.804264923914 187.944326156821 -663.896483299092
133 171.679079146034 -742.723899515095 171.679079146034 -742.723899515095 170.900283144434 -742.741575161414 178.499771669192 -89.653808650021 171.939605304027 -742.723838498852 171.136967681308 -742.741517236116
121 178.38663678006 -685.988265232185 178.38663678006 -685.988265232185 177.734440786731 -685.994954065287 190.089960423887 -102.913700481231 179.027379260581 -685.988120480479 178.344877300958 -685.994811901438
130 211.390194271648 -731.16212286169 211.390194271648 -731.16212286169 207.617953903105 -731.201133228157 226.15440257634 -95.4788056537137 212.367195024387 -731.1619619855 208.404834040656 -731.200997786097
125 172.509872672187 -692.652935760089 172.509872672187 -692.652935760089 171.107812231482 -692.678334576736 181.164081021542 -86.3920617770928 172.890107512065 -692.65285767423 171.440434104747 -692.678265143997
105 138.813965063324 -579.242029612324 138.813965063324 -579.242029612324 138.688700077495 -579.244221399195 143.340555037399 -88.0093527260315 138.967230110211 -579.241989568867 138.853157752484 -579.24417743869
134 208.930884752452 -775.564428889255 208.930884752452 -775.564428889255 208.333940688698 -775.570248296959 219.902505875562 -116.374363053028 209.641870174446 -775.564288642533 209.025329506238 -775.570107772982
123 164.69006743163 -682.539381171664 164.69006743163 -682.539381171664 163.451271474943 -682.558933176114 175.013354204813 -87.958030265159 165.120499889627 -682.539280145801 163.82919282857 -682.558842109429
124 189.384157525492 -693.074971353343 189.384157525492 -693.074971353343 186.779536214045 -693.107205691086 201.679531719195 -92.5316784261696 190.076684302796 -693.074849592843 187.357953556097 -693.107100319483
113 139.859253230938 -619.505932946039 139.859253230938 -619.505932946039 139.683554380426 -619.510678648412 143.953004744075 -82.8210129464066 139.967459933368 -619.505903663179 139.793800757437 -619.510647655099
101 277.811406811994 -535.379374796168 277.811406811994 -535.379374796168 196.151607353924 -535.773842848759 331.812035434099 -66.2232596880646 284.838807119003 -535.378809193875 197.156472482276 -535.773705732603
129 177.4826743916 -728.116605641367 177.4826743916 -728.116605641367 176.801215672949 -728.126868319496 186.952764663725 -98.4655777050237 177.934106205535 -728.116491837048 177.211103198653 -728.126765356391
117 168.842881286992 -651.483078975649 168.842881286992 -651.483078975649 167.497819428821 -651.499004225345 181.595174174855 -91.5580889931005 169.486158072148 -651.48293185259 168.055367310719 -651.498873679011
130 149.933596475611 -727.220272863927 149.933596475611 -727.220272863927 149.887457534771 -727.22202892502 152.45157021798 -92.0664246957093 149.990548346633 -727.220255151369 149.940579778729 -727.222012515161
135 189.394658415498 -763.590945243348 189.394658415498 -763.590945243348 188.245615551425 -763.608358340447 199.198953346342 -98.5987404920656 189.87474626343 -763.590844821534 188.69023037231 -763.608262460664
117 158.823668576201 -660.73190765859 158.823668576201 -660.73190765859 158.632315598734 -660.734742568397 165.169347389371 -100.895709759521 159.089585616195 -660.731841664298 158.894619996449 -660.734676311332
124 706.946607238326 -686.640262139651 706.946607238326 -686.640262139651 325.256255356455 -687.306311534385 867.058782646914 -85.6764587224747 759.356596467472 -686.638336014425 327.902264335132 -687.305973902259
129 286.056198826497 -722.272446647925 286.056198826497 -722.272446647925 253.30350100342 -722.422522047061 328.35890668725 -92.2769094680016 290.869968383492 -722.271931104988 255.24274480003 -722.422257096411
132 189.163273221308 -755.937067953158 189.163273221308 -755.937067953158 188.608967546039 -755.944545351614 198.40586733539 -108.616387540304 189.654887588591 -755.936958905864 189.067146465658 -755.944443927173
137 185.39314988275 -787.098968079334 185.39314988275 -787.098968079334 185.160895459428 -787.103194419431 191.32167553031 -110.330245933522 185.651159531354 -787.098905927206 185.414763381642 -787.103132190402
128 267.230495697439 -719.011811955205 267.230495697439 -719.011811955205 253.376663672085 -719.084489363004 296.494503447848 -94.906884103396 270.352100319948 -719.011423631602 255.354642139923 -719.084209563514
120 601.413351064591 -675.754214776915 601.413351064591 -675.754214776915 305.925364475745 -676.112536503982 812.846339114231 -98.0284429494001 662.953493009311 -675.751919896757 310.565937712553 -676.112087844799
117 224.862783597863 -643.147753049206 224.862783597863 -643.147753049206 207.499772117735 -643.2534984669 257.21458374387 -83.0030213789379 227.701122130726 -643.147354407529 208.881017588848 -643.253264093762
137 257.15574267248 -765.722978689101 257.15574267248 -765.722978689101 238.29656961478 -765.853636085791 285.461939867953 -88.655728230445 259.667650573977 -765.72264907867 239.554101659229 -765.853438518866
109 159.205667274567 -576.861797063689 159.205667274567 -576.861797063689 151.04411809698 -576.975579023052 176.422054957929 -62.763541063139 179.888320894549 -576.92389108588 202.820391627395 -577.66804236639
128 142.20461582788 -714.35701336433 142.20461582788 -714.35701336433 142.179606076952 -714.35788686993 144.482006037967 -91.0641283677787 142.245759391324 -714.356997111466 142.219113329201 -714.357871595894
138 185.28693114614 -791.807361117122 185.28693114614 -791.807361117122 185.045132996135 -791.812166823626 190.771990961197 -109.123499654134 185.523138438244 -791.807308743611 185.281024971074 -791.812113037917
123 149.597607889372 -678.627940877294 149.597607889372 -678.627940877294 149.291658362321 -678.636386320256 154.837678689471 -84.2269803131193 149.753734014731 -678.62789332709 149.429734324406 -678.636344882878
115 296.02682384795 -633.888149501673 296.02682384795 -633.888149501673 254.488029488763 -634.04646369153 343.633764117228 -85.1488381684486 302.450132417814 -633.887514453026 256.768530040823 -634.046160023157
126 278.913471584121 -690.236752820716 278.913471584121 -690.236752820716 227.386298092447 -690.538690263473 321.359016209291 -77.7972750097902 283.455185313766 -690.236297354211 228.478978203907 -690.538527465196
135 169.335152474395 -756.761804823629 169.335152474395 -756.761804823629 168.440439507037 -756.777259053927 179.918395238214 -91.9195632127712 169.723137698263 -756.761689175416 168.77955431166 -756.777154970038
132 198.990832106601 -749.559889773274 198.990832106601 -749.559889773274 197.642803864942 -749.57643410452 210.465690370478 -102.185146950643 199.669487045387 -749.559752038374 198.244796592052 -749.576310872598
119 150.037491000822 -650.162294696212 150.037491000822 -650.162294696212 149.255283448355 -650.179925838627 157.433708480928 -78.8800438060376 150.294284007319 -650.162218657862 149.482222457533 -650.179857726654
117 167.621967348529 -648.241213933884 167.621967348529 -648.241213933884 165.925304883288 -648.261700555365 181.045159777715 -88.3215725952714 168.276429791179 -648.241065496059 166.4711298876 -648.26157348811
117 329.618945998742 -650.889640267902 329.618945998742 -650.889640267902 297.304559213844 -651.008089899448 364.978175110515 -90.6177969079963 334.839050977566 -650.889225742796 300.05988360926 -651.007832232324
136 220.128577034742 -772.79498358167 220.128577034742 -772.79498358167 218.642239542112 -772.815863132832 229.235262123237 -101.761484855553 220.721003176812 -772.794894879465 219.176667689283 -772.81578363651
117 150.386185216827 -641.515673266549 150.386185216827 -641.515673266549 149.897601360195 -641.52756088924 156.201521834416 -81.7591895887364 150.587087503758 -641.515617896213 150.084712815074 -641.527508847462
126 270.715360350643 -714.98928543373 270.715360350643 -714.98928543373 257.419974956037 -715.04949057412 302.274750944282 -102.567633794457 274.0894587185 -714.988908505824 259.653719836331 -715.049214244069
120 154.294992961881 -678.767728776669 154.294992961881 -678.767728776669 154.245669644734 -678.768680619777 158.105668128344 -101.684311402045 154.430112668017 -678.767688001029 154.374993086933 -678.76864196072
119 131.428712433002 -660.349740212987 131.428712433002 -660.349740212987 131.418646660052 -660.349962645583 133.601860938639 -89.4611475584347 194.634474461194 -664.269351077246 193.975028010082 -664.443401444798
139 1029.81386013868 -788.03252314273 1029.81386013868 -788.03252314273 353.236779767062 -788.715804059762 1324.3270569304 -98.8107931063334 1150.03277563474 -788.029829094464 357.621708763346 -788.715399626599
125 171.616129305362 -705.660556553559 171.616129305362 -705.660556553559 171.356213608088 -705.665951920673 177.243257197275 -99.4163771593528 171.864748049945 -705.660502721076 171.580603863881 -705.665906513104
128 156.075834803914 -725.971661013362 156.075834803914 -725.971661013362 156.004395167881 -725.973397296389 160.055572839271 -102.393653759443 156.197343435479 -725.971622664057 156.119902165661 -725.973362148838
126 169.451766221034 -701.497758265502 169.451766221034 -701.497758265502 168.562303592542 -701.515198427383 177.115927550787 -89.4363578318058 169.76940147809 -701.497688150543 168.844648138382 -701.51513656793
118 148.938786550709 -658.276310663588 148.938786550709 -658.276310663588 148.792498945153 -658.279622202943 153.25674617309 -92.7876613818219 149.06980662491 -658.27627706442 148.931854931631 -658.279585609856
131 165.876551966081 -740.641235177475 165.876551966081 -740.641235177475 165.655861558752 -740.646279954905 171.117702899351 -99.382711443381 166.058228446294 -740.64118398091 165.833229039868 -740.646229449618
120 144.444765021984 -670.648236551565 144.444765021984 -670.648236551565 144.348693976343 -670.650364760476 148.504054796117 -93.6888306810041 144.552068613496 -670.648204243764 144.460870656616 -670.650328572317
122 146.697004974532 -698.073760793575 146.697004974532 -698.073760793575 146.695470679242 -698.073767822436 148.996887292243 -109.530648045574 146.755499695974 -698.073743475783 146.753571136412 -698.073750686728
131 176.395727119382 -743.645172357147 176.395727119382 -743.645172357147 175.872820925147 -743.654040026715 184.246873404515 -102.28386914648 176.735543059945 -743.645094149946 176.191043336571 -743.653966617785
134 287.789581131152 -763.89679748184 287.789581131152 -763.89679748184 279.044332031159 -763.948410550866 309.055015112541 -104.514090455674 290.089490498841 -763.896537578352 280.824789367554 -763.948197192314
139 177.434501856364 -786.735609159338 177.434501856364 -786.735609159338 177.078198948009 -786.744834121574 182.702987650869 -98.1940982806027 177.634244459761 -786.735560815564 177.269736175566 -786.744788685627
128 249.458256236031 -720.867998855911 249.458256236031 -720.867998855911 240.547718403896 -720.92812592236 270.713408993773 -96.7995469518114 251.398401634603 -720.867761523838 241.94588269044 -720.927941141874
121 176.154672610232 -676.943736059019 176.154672610232 -676.943736059019 174.989127136685 -676.959657057447 186.278999418719 -93.8851021258296 176.663837933356 -676.943632256232 175.456189927978 -676.959557355652
121 171.898103097956 -686.756026407472 171.898103097956 -686.756026407472 171.604971913161 -686.760259872516 179.035111294412 -103.73125779308 172.234804884435 -686.755951985225 171.930026473768 -686.760188303773
117 152.25761618431 -643.717812268686 152.25761618431 -643.717812268686 151.879532599337 -643.727498255019 157.372208843492 -83.9455783826752 152.434999616828 -643.717769004376 152.042835316072 -643.727458988399
129 158.494168163396 -719.689357440443 158.494168163396 -719.689357440443 158.267477521794 -719.696057434097 162.742966542602 -90.2344703385897 158.624089222023 -719.689325173922 158.391022024614 -719.696024266029
128 167.026754389689 -717.354006510571 167.026754389689 -717.354006510571 166.421963059258 -717.365413872448 174.645559843281 -93.6388030548237 167.326696924863 -717.353932315306 166.703245626135 -717.365341067592
126 209.769170782506 -716.715388387543 209.769170782506 -716.715388387543 208.631911452661 -716.728132734788 219.918275235013 -104.446225294933 210.460988000609 -716.715284271573 209.276101093298 -716.728034452298
129 272.141469101317 -729.16728507412 272.141469101317 -729.16728507412 257.425001006672 -729.246518167263 299.994971462097 -99.1997778701133 275.050481213889 -729.166948422186 259.237671966181 -729.246281592718
125 193.322984164688 -690.268325718045 193.322984164688 -690.268325718045 188.083609201189 -690.330629232012 208.232126635666 -83.8811794992543 194.200681095323 -690.268173426893 188.712349228044 -690.330511867569
134 230.778660994834 -761.251889506528 230.778660994834 -761.251889506528 224.422838187841 -761.297497384328 253.754339182027 -101.974086102991 232.546362413604 -761.251613390697 225.707676037372 -761.297281510548
131 312.829134414853 -748.012734452914 312.829134414853 -748.012734452914 306.212163730879 -748.049559271212 331.534633962288 -106.264205641251 315.092751636315 -748.012495115788 308.079903202876 -748.049354558833
116 154.484874179576 -652.239955758334 154.484874179576 -652.239955758334 154.419430065982 -652.24128552407 158.216652508109 -98.2024264576245 154.610465103692 -652.239929251414 154.540465059704 -652.241260675721
128 189.722755344785 -721.762852655611 189.722755344785 -721.762852655611 188.422989710493 -721.780500274859 200.227162300985 -97.8902259312721 190.30073084154 -721.762737869773 188.931174521135 -721.780402704767
142 244.040817289538 -820.890233694755 244.040817289538 -820.890233694755 241.46939924778 -820.913146190828 258.528248618894 -114.180156276873 245.150618548793 -820.890075886148 242.469689797592 -820.912998355965
132 200.389447608216 -752.857793191005 200.389447608216 -752.857793191005 198.893458593521 -752.873099943822 214.433027640625 -105.471574823736 201.26017738104 -752.857614530283 199.665320828294 -752.872937748224
